,brand,model,year,km_driven,fuel,seller_type,transmission,owner,torque,seats,consumption,volume,power,selling_price
2615,Maruti,Swift,2018,50000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,740000
2616,Datsun,RediGO,2018,19000,Petrol,Individual,0,0,91.0,5.0,22.5,999.0,67.0,300000
2617,Volkswagen,Ameo,2017,50000,Diesel,Individual,0,0,250.0,5.0,21.66,1498.0,108.62,550000
2618,Mahindra,Bolero,2017,70000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,710000
2619,Mahindra,Bolero,2017,70000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,700000
2620,Mahindra,Bolero,2016,120000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,550000
2621,Hyundai,i10,2015,60000,LPG,Individual,0,0,99.04,5.0,19.2,1086.0,68.05,375000
2622,Maruti,Swift,2013,76000,Diesel,Individual,0,1,190.0,5.0,22.9,1248.0,74.0,380000
2623,Maruti,800,1998,80000,Petrol,Individual,0,3,59.0,4.0,16.1,796.0,37.0,45000
2624,Toyota,Innova,2010,210000,Diesel,Individual,0,1,200.0,8.0,12.8,2494.0,102.0,450000
2625,Mahindra,Bolero,2015,128000,Diesel,Individual,0,2,180.0,9.0,15.96,2523.0,63.0,475000
2626,Maruti,Wagon,2011,70000,LPG,Individual,0,0,77.0,5.0,26.2,998.0,58.2,200000
2627,Maruti,Swift,2013,85000,Diesel,Individual,0,0,190.0,5.0,22.9,1248.0,74.0,350000
2628,Maruti,Vitara,2018,25000,Diesel,Individual,1,0,200.0,5.0,24.3,1248.0,88.5,911999
2629,Maruti,Omni,2016,80000,Petrol,Individual,0,1,59.0,8.0,16.8,796.0,34.2,190000
2630,Hyundai,Verna,2019,40000,Diesel,Individual,0,0,259.87,5.0,22.0,1582.0,126.2,1200000
2631,Mahindra,Bolero,2013,160000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,305000
2632,Hyundai,Creta,2015,108000,Diesel,Individual,0,0,259.9,5.0,19.67,1582.0,126.2,850000
2633,Volkswagen,Jetta,2011,120000,Diesel,Individual,0,1,250.0,5.0,15.0,1896.0,105.0,350000
2634,Hyundai,Santro,2010,55000,Petrol,Individual,0,3,96.1,5.0,17.92,1086.0,62.1,180000
2635,Tata,New,2008,110000,Diesel,Individual,0,0,320.0,7.0,13.93,2179.0,138.1,200000
2637,Honda,Brio,2012,110000,Petrol,Individual,0,0,109.0,5.0,19.4,1198.0,86.8,229999
2638,Maruti,Wagon,2006,62900,Petrol,Individual,0,0,90.0,5.0,18.9,998.0,67.1,135000
2639,Volkswagen,Jetta,2011,120000,Diesel,Individual,0,1,320.0,5.0,19.33,1968.0,138.1,425000
2640,Ford,Endeavour,2009,70000,Diesel,Individual,0,2,330.0,7.0,10.9,2499.0,143.0,480000
2641,Maruti,Swift,2017,60000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,455000
2642,Maruti,Wagon,2015,60000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,320000
2643,Hyundai,Elite,2019,4000,Petrol,Individual,0,0,117.0,5.0,18.6,1197.0,81.86,693000
2644,Maruti,Vitara,2017,35000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,830000
2645,Tata,Zest,2016,50000,Diesel,Individual,0,0,200.0,5.0,23.0,1248.0,88.7,325000
2646,Hyundai,EON,2014,50000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,215000
2647,Maruti,Swift,2018,25000,Petrol,Individual,0,0,113.0,5.0,22.0,1197.0,81.8,560000
2671,Honda,Brio,2014,52442,Petrol,Trustmark Dealer,0,1,109.0,5.0,18.5,1198.0,86.8,325000
2672,Hyundai,i10,2013,39000,Petrol,Dealer,0,0,111.7,5.0,20.36,1197.0,78.9,229999
2673,Mercedes-Benz,New,2007,42000,Petrol,Dealer,1,0,285.0,5.0,11.74,1796.0,186.0,400000
2674,Volkswagen,Polo,2015,34156,Petrol,Dealer,0,0,110.0,5.0,16.47,1198.0,74.0,449000
2675,Hyundai,Grand,2017,34152,Petrol,Dealer,0,0,113.75,5.0,18.9,1197.0,81.86,455000
2676,Audi,A4,2015,37000,Diesel,Dealer,1,0,400.0,5.0,18.25,1968.0,187.74,1750000
2677,Toyota,Innova,2017,98000,Diesel,Dealer,1,0,360.0,7.0,11.36,2755.0,171.5,1390000
2678,Hyundai,Creta,2019,31000,Petrol,Dealer,0,0,151.0,5.0,15.8,1591.0,121.3,1150000
2679,Hyundai,i20,2018,62841,Petrol,Trustmark Dealer,0,0,114.7,5.0,18.6,1197.0,81.83,650000
2680,Hyundai,Creta,2016,38600,Diesel,Dealer,0,0,259.9,5.0,19.67,1582.0,126.2,950000
2681,Maruti,Swift,2018,27654,Diesel,Dealer,1,0,190.0,5.0,28.4,1248.0,74.02,698000
2682,Hyundai,Creta,2017,48698,Diesel,Dealer,0,0,259.9,5.0,19.67,1582.0,126.2,975000
2683,Maruti,Wagon,2018,32995,Petrol,Dealer,1,0,113.0,5.0,20.52,1197.0,81.8,445000
2684,Tata,Zest,2018,60000,Diesel,Individual,0,0,190.0,5.0,22.95,1248.0,74.0,539000
2685,Maruti,Swift,2010,110000,Diesel,Individual,0,3,190.0,5.0,17.8,1248.0,75.0,350000
2686,Renault,Duster,2015,130000,Diesel,Individual,0,1,200.0,5.0,20.45,1461.0,83.8,550000
2687,Volkswagen,Polo,2011,120000,Diesel,Individual,0,0,180.0,5.0,22.07,1199.0,73.9,330000
2688,Hyundai,EON,2014,80000,Petrol,Individual,0,2,74.5,5.0,21.1,814.0,55.2,220000
2689,Maruti,Ritz,2013,60000,Petrol,Individual,0,1,114.0,5.0,18.5,1197.0,85.8,415000
2690,Maruti,Alto,2007,75000,Petrol,Individual,0,0,62.0,5.0,19.7,796.0,46.3,150000
2691,Hyundai,Getz,2005,89000,Petrol,Individual,0,1,115.0,5.0,15.3,1341.0,83.0,150000
2692,Hyundai,Verna,2007,110000,Diesel,Individual,0,0,235.0,5.0,18.1,1493.0,110.0,240000
2693,Maruti,Alto,2009,90000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,170000
2694,Maruti,Ciaz,2015,40000,Diesel,Individual,0,2,200.0,5.0,28.09,1248.0,88.5,550000
2695,Mahindra,Xylo,2011,120000,Diesel,Individual,0,1,220.0,8.0,13.0,2489.0,95.0,180000
2696,Mahindra,KUV,2017,29000,Petrol,Individual,0,0,115.0,6.0,18.15,1198.0,82.0,360000
2697,Maruti,Swift,2014,120000,Petrol,Individual,0,0,114.0,5.0,19.1,1197.0,85.8,400000
2698,Hyundai,Accent,2009,70000,Petrol,Individual,0,1,123.0,5.0,13.2,1495.0,94.0,120000
2699,Maruti,Vitara,2016,100000,Diesel,Individual,0,1,200.0,5.0,24.3,1248.0,88.5,765000
2700,Maruti,Vitara,2016,90150,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,919999
2701,Toyota,Platinum,2018,90000,Diesel,Individual,0,0,170.0,5.0,23.59,1364.0,67.05,730000
2702,Tata,Zest,2016,120000,Diesel,Individual,0,0,190.0,5.0,22.95,1248.0,74.0,320000
2703,Honda,Amaze,2015,90000,Diesel,Individual,0,1,200.0,5.0,25.8,1498.0,98.6,455000
2704,Datsun,GO,2015,50000,Petrol,Individual,0,0,104.0,5.0,20.63,1198.0,67.0,350000
2705,Mahindra,TUV,2016,110000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,509999
2706,Tata,Indigo,2011,85700,Diesel,Individual,0,1,132.0,5.0,17.0,1405.0,70.0,175000
2707,Mahindra,Bolero,2013,178000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,325000
2708,Tata,Indigo,2011,70000,Petrol,Individual,0,1,105.0,5.0,15.2,1193.0,65.0,120000
2709,Hyundai,i10,2014,30000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,300000
2710,Honda,City,2015,100000,Diesel,Individual,0,0,200.0,5.0,26.0,1498.0,98.6,500000
2711,Maruti,Baleno,2016,25339,Petrol,Individual,0,0,115.0,5.0,21.4,1197.0,83.1,562000
2712,Hyundai,EON,2014,10000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,250000
2713,Hyundai,i10,2013,35000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,280000
2714,Maruti,Ertiga,2015,68000,Diesel,Individual,0,1,200.0,7.0,20.77,1248.0,88.76,571000
2715,Maruti,Swift,2013,40000,Petrol,Individual,0,0,114.0,5.0,18.6,1197.0,85.8,400000
2716,Tata,Indigo,2015,120000,Diesel,Individual,0,1,135.0,5.0,19.09,1405.0,69.01,295000
2717,Ford,Figo,2011,25000,Petrol,Individual,0,0,102.0,5.0,15.6,1196.0,70.0,250000
2718,Mahindra,Bolero,2015,40000,Diesel,Individual,0,1,195.0,7.0,15.96,2523.0,62.1,610000
2719,Tata,Indica,2012,60000,Diesel,Individual,0,0,190.0,5.0,22.3,1248.0,74.0,175000
2720,Ford,Figo,2011,70000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,204999
2721,Mahindra,XUV500,2013,80000,Diesel,Individual,0,1,330.0,7.0,15.1,2179.0,140.0,750000
2725,Maruti,Swift,2017,41232,Diesel,Dealer,0,0,190.0,5.0,26.59,1248.0,74.0,589000
2726,Mahindra,Bolero,2015,40200,Diesel,Dealer,0,0,210.0,7.0,21.0,1498.0,74.96,445000
2730,Toyota,Innova,2005,200000,Diesel,Individual,0,1,200.0,8.0,12.8,2494.0,102.0,310000
2731,Mahindra,Bolero,2015,62000,Diesel,Dealer,0,0,210.0,7.0,21.0,1498.0,74.96,445000
2732,Tata,New,2012,68240,Diesel,Dealer,0,0,320.0,7.0,13.93,2956.0,138.1,450000
2733,Mahindra,Scorpio,2008,78000,Diesel,Dealer,0,0,280.0,7.0,15.4,1997.0,120.0,450000
2735,Maruti,Wagon,2010,35000,Petrol,Dealer,0,0,90.0,5.0,18.9,998.0,67.1,200000
2736,Maruti,Swift,2018,9000,Petrol,Dealer,0,0,114.0,5.0,19.1,1197.0,85.8,611000
2737,Hyundai,Creta,2016,39000,Diesel,Dealer,0,0,259.9,5.0,19.67,1582.0,126.2,819999
2738,Hyundai,Creta,2016,39000,Diesel,Dealer,0,0,219.7,5.0,21.38,1396.0,88.7,825000
2739,Ford,Ecosport,2015,92651,Diesel,Dealer,0,0,215.0,5.0,21.7,1498.0,98.96,599000
2740,Maruti,Swift,2018,28000,Petrol,Dealer,0,0,113.0,5.0,16.1,1197.0,85.0,490000
2741,Tata,Zest,2020,40000,Petrol,Individual,0,0,140.0,5.0,17.57,1193.0,88.7,500000
2743,Mahindra,XUV500,2017,88754,Diesel,Dealer,0,0,330.0,7.0,16.0,2179.0,140.0,1100000
2744,Ford,Aspire,2019,7000,Petrol,Individual,0,0,120.0,5.0,19.4,1194.0,94.93,675000
2745,Hyundai,Grand,2018,20000,Petrol,Individual,0,0,113.75,5.0,18.9,1197.0,81.86,570000
2746,Hyundai,Grand,2017,50000,Diesel,Individual,0,0,190.24,5.0,24.0,1186.0,73.97,455000
2747,Hyundai,EON,2013,45000,Petrol,Individual,0,1,74.5,5.0,21.1,814.0,55.2,165000
2748,Tata,Indigo,2014,100000,Diesel,Individual,0,1,140.0,5.0,25.0,1396.0,69.01,215000
2749,Maruti,Swift,2016,23700,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,81.8,470000
2750,Maruti,Swift,2016,23700,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,81.8,470000
2751,Maruti,Ciaz,2017,60000,Diesel,Individual,0,0,200.0,5.0,28.09,1248.0,88.5,650000
2752,Renault,Captur,2017,50000,Diesel,Individual,0,0,240.0,5.0,20.37,1461.0,108.45,900000
2754,Ford,Fiesta,2009,100000,Diesel,Individual,0,1,160.0,5.0,17.8,1399.0,67.0,190000
2755,Hyundai,i20,2017,60000,Diesel,Individual,0,0,219.66,5.0,21.19,1396.0,88.73,715000
2757,Chevrolet,Beat,2015,40000,Diesel,Individual,0,0,142.5,5.0,25.44,936.0,56.3,200000
2758,Maruti,Ertiga,2016,110000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,725000
2759,Ford,Figo,2014,80000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.05,300000
2760,Toyota,Innova,2016,69500,Diesel,Individual,0,1,200.0,8.0,12.99,2494.0,100.6,1151000
2761,Datsun,GO,2014,33000,Petrol,Individual,0,0,104.0,5.0,20.63,1198.0,67.0,225000
2762,Hyundai,i10,2016,80000,Petrol,Individual,0,0,99.04,5.0,19.81,1086.0,68.05,380000
2763,Hyundai,Elite,2019,5000,Petrol,Individual,0,0,117.0,5.0,18.6,1197.0,81.86,630000
2764,Hyundai,i10,2014,25000,Petrol,Individual,0,0,111.7,5.0,20.36,1197.0,78.9,351000
2765,Skoda,Fabia,2012,50000,Diesel,Individual,0,1,180.0,5.0,20.86,1199.0,75.0,199000
2766,Tata,Hexa,2017,50000,Diesel,Individual,0,0,320.0,7.0,17.6,2179.0,147.94,850000
2767,Tata,Indica,2010,120000,Diesel,Individual,0,1,190.0,5.0,18.0,1248.0,75.0,105000
2768,Tata,Manza,2010,120000,Diesel,Individual,0,2,200.0,5.0,18.8,1248.0,90.0,300000
2769,Toyota,Innova,2016,80000,Diesel,Individual,0,0,200.0,7.0,12.99,2494.0,100.6,950000
2770,Hyundai,Santro,2012,60000,LPG,Individual,0,1,96.0,5.0,17.8,1086.0,63.0,175000
2771,Maruti,Alto,2020,5000,Petrol,Individual,0,0,69.0,5.0,22.05,796.0,47.3,350000
2772,Hyundai,Elite,2019,18000,Petrol,Individual,0,0,114.73,5.0,18.6,1197.0,81.86,690000
2773,Hyundai,i20,2015,80000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,535000
2774,Maruti,Vitara,2016,100000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,730000
2775,Hyundai,EON,2016,19000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,280000
2776,Maruti,Swift,2019,33000,Petrol,Individual,1,0,113.0,5.0,21.21,1197.0,81.8,650000
2777,Hyundai,Xcent,2020,65000,Petrol,Individual,0,1,113.75,5.0,20.14,1197.0,81.86,360000
2778,Maruti,Swift,2011,170000,Diesel,Individual,0,0,190.0,5.0,19.3,1248.0,73.9,250000
2779,Volkswagen,Ameo,2017,40000,Diesel,Individual,0,0,250.0,5.0,21.66,1498.0,108.62,575000
2780,Maruti,Vitara,2017,53000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,711000
2781,Maruti,Wagon,2013,90000,Petrol,Individual,0,0,90.0,5.0,18.9,998.0,67.1,250000
2782,Maruti,Swift,2017,35000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,675000
2783,Maruti,Wagon,2016,50000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,325000
2784,Maruti,Alto,2016,20000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,250000
2785,Maruti,Swift,2019,38000,Diesel,Individual,1,0,190.0,5.0,28.4,1248.0,74.0,740000
2793,Honda,CR-V,2017,73000,Petrol,Dealer,1,0,226.0,5.0,12.0,2354.0,187.4,1750000
2795,Maruti,Ciaz,2017,28050,Diesel,Dealer,0,0,200.0,5.0,28.09,1248.0,88.5,800000
2796,Honda,CR-V,2017,58000,Petrol,Dealer,1,0,226.0,5.0,12.0,2354.0,187.4,1825000
2797,Tata,Hexa,2017,58000,Diesel,Dealer,1,0,400.0,7.0,17.6,2179.0,153.86,1295000
2798,Renault,Duster,2014,69000,Diesel,Dealer,0,0,200.0,5.0,19.87,1461.0,83.8,425000
2799,Mercedes-Benz,GL-Class,2016,70000,Diesel,Dealer,1,0,510.0,7.0,12.0,2987.0,224.0,4090000
2800,Hyundai,Creta,2015,40000,Diesel,Dealer,1,0,259.87,5.0,17.6,1582.0,126.2,910000
2803,Mahindra,Bolero,2011,142000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,325000
2804,Maruti,Swift,2016,22947,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,81.8,500000
2805,Hyundai,i10,2013,30000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,300000
2806,Hyundai,EON,2016,7672,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,270000
2807,Maruti,Alto,2010,36659,Petrol,Individual,0,0,62.0,5.0,19.7,796.0,46.3,160000
2808,Maruti,Omni,2016,60000,Petrol,Individual,0,0,59.0,8.0,16.8,796.0,34.2,210000
2809,Mahindra,XUV500,2014,120000,Diesel,Individual,0,0,330.0,7.0,15.1,2179.0,140.0,880000
2810,Maruti,Zen,2010,39000,Petrol,Individual,0,0,84.0,5.0,16.9,1061.0,64.9,150000
2811,Mahindra,TUV,2015,45000,Diesel,Individual,1,0,230.0,7.0,18.49,1493.0,100.0,775000
2812,Ford,Figo,2012,100000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,220000
2813,Hyundai,i20,2017,48000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,670000
2814,Hyundai,i20,2018,35000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,780000
2815,Maruti,Baleno,2017,23000,Petrol,Individual,0,0,115.0,5.0,21.4,1197.0,83.1,515000
2816,Hyundai,i20,2017,14000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,800000
2818,Mahindra,XUV500,2014,60000,Diesel,Individual,0,0,330.0,7.0,15.1,2179.0,140.0,850000
2819,Hyundai,EON,2013,60000,Petrol,Individual,0,1,74.5,5.0,21.1,814.0,55.2,200000
2820,Skoda,Fabia,2008,150000,Diesel,Individual,0,2,155.0,5.0,19.4,1422.0,70.0,140000
2821,Hyundai,Verna,2016,80000,Petrol,Individual,1,1,154.9,5.0,17.01,1591.0,121.3,800000
2822,Maruti,Alto,2013,35000,Petrol,Individual,0,0,90.0,5.0,20.92,998.0,67.1,250000
2823,Maruti,S-Cross,2017,44500,Diesel,Individual,0,0,200.0,5.0,25.1,1248.0,88.5,800000
2824,Maruti,Ciaz,2015,60000,Diesel,Individual,0,2,200.0,5.0,26.21,1248.0,88.5,600000
2825,Renault,Fluence,2012,120000,Diesel,Individual,0,2,240.0,5.0,21.8,1461.0,78.0,250000
2826,Honda,Amaze,2016,80000,Diesel,Individual,0,1,200.0,5.0,25.8,1498.0,98.6,500000
2827,Maruti,Gypsy,2019,9900,Petrol,Individual,0,0,103.0,8.0,11.96,1298.0,80.0,750000
2828,Maruti,Swift,2014,68000,Diesel,Individual,0,0,190.0,5.0,22.9,1248.0,74.0,650000
2830,Honda,BRV,2016,60000,Diesel,Individual,0,0,200.0,7.0,21.9,1498.0,98.6,950000
2831,Chevrolet,Tavera,2015,110000,Diesel,Individual,0,1,171.0,10.0,13.58,2499.0,72.4,580000
2832,Mahindra,Scorpio,2014,80000,Diesel,Individual,1,0,290.0,8.0,11.79,2179.0,120.0,800000
2833,Maruti,A-Star,2011,30000,Petrol,Individual,0,0,90.0,5.0,19.0,998.0,66.1,347000
2834,Mahindra,XUV500,2014,120000,Diesel,Individual,0,2,330.0,7.0,15.1,2179.0,140.0,1000000
2835,Hyundai,EON,2016,35000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,300000
2836,Tata,Tigor,2017,40000,Petrol,Individual,0,0,114.0,5.0,20.3,1199.0,84.0,493000
2837,Hyundai,Grand,2014,60000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,370000
2838,Maruti,Swift,2008,90000,Diesel,Individual,0,3,190.0,5.0,19.3,1248.0,73.9,250000
2839,Datsun,RediGO,2017,20000,Petrol,Individual,0,0,91.0,5.0,22.5,999.0,67.0,300000
2840,Renault,KWID,2017,40000,Petrol,Individual,1,0,91.0,5.0,24.04,999.0,67.0,450000
2841,Ford,Figo,2010,124316,Diesel,Dealer,0,1,160.0,5.0,20.0,1399.0,68.0,185000
2842,Mahindra,XUV300,2019,6544,Diesel,Individual,0,0,300.0,5.0,20.0,1497.0,115.0,1225000
2843,Hyundai,i20,2016,10000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,600000
2844,Maruti,Swift,2012,69000,Petrol,Individual,0,0,114.0,5.0,17.5,1298.0,85.8,285000
2845,Chevrolet,Enjoy,2016,198000,Diesel,Individual,0,0,172.5,8.0,18.2,1248.0,73.74,500000
2846,Hyundai,i20,2010,80000,Petrol,Individual,0,0,112.0,5.0,17.0,1197.0,80.0,350000
2847,Maruti,Baleno,2019,19000,Petrol,Individual,1,0,115.0,5.0,21.4,1197.0,83.1,685000
2848,Maruti,Eeco,2020,5000,CNG,Individual,0,0,85.0,5.0,21.94,1196.0,61.7,399000
2849,Hyundai,Grand,2017,10000,Petrol,Individual,0,0,113.75,5.0,18.9,1197.0,81.86,525000
2850,Maruti,Ertiga,2017,40000,Petrol,Individual,0,0,130.0,7.0,17.5,1373.0,91.1,765000
2851,Maruti,Swift,2012,97000,Diesel,Individual,0,2,190.0,5.0,22.9,1248.0,74.0,450000
2853,Nissan,Micra,2014,30000,Petrol,Individual,0,0,104.0,5.0,19.69,1198.0,67.04,390000
2854,Maruti,Ertiga,2017,120000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,940000
2855,Renault,Duster,2013,120000,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.45,650000
2856,Ford,Figo,2012,103994,Diesel,Individual,0,3,160.0,5.0,20.0,1399.0,68.0,320000
2857,Toyota,Corolla,2003,70000,Petrol,Individual,0,1,158.0,5.0,13.4,1794.0,125.0,145000
2858,Ford,Figo,2017,70000,Diesel,Individual,0,0,215.0,5.0,25.83,1498.0,99.0,670000
2859,Maruti,SX4,2011,115000,Diesel,Individual,0,3,200.0,5.0,21.5,1248.0,88.8,350000
2860,Maruti,Zen,2011,40000,Petrol,Individual,0,2,90.0,5.0,19.0,998.0,67.1,300000
2861,Ford,Figo,2011,80000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.0,300000
2862,Audi,Q7,2009,98000,Diesel,Individual,1,3,550.0,7.0,12.07,2967.0,241.4,810000
2863,Tata,Indica,2009,118000,Diesel,Individual,0,1,123.0,5.0,16.8,1405.0,62.0,90000
2864,Maruti,Alto,2004,100000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,100000
2865,Tata,Indica,2009,120000,Diesel,Individual,0,1,85.0,5.0,17.88,1396.0,52.8,90000
2866,Maruti,Wagon,2011,65000,Petrol,Individual,0,1,90.0,5.0,18.9,998.0,67.1,250000
2867,Hyundai,i10,2012,41000,Petrol,Individual,0,1,111.8,5.0,20.36,1197.0,78.9,300000
2868,Maruti,Swift,2005,120000,Petrol,Individual,0,1,113.0,5.0,16.1,1298.0,88.2,130000
2869,Maruti,Alto,2011,70000,Petrol,Individual,0,2,90.0,5.0,20.92,998.0,67.1,199000
2870,Renault,Duster,2012,90000,Diesel,Individual,0,1,200.0,5.0,20.46,1461.0,83.8,545000
2871,Maruti,Ertiga,2014,80000,Diesel,Individual,0,1,200.0,7.0,20.77,1248.0,88.8,570000
2872,Honda,City,2006,120000,Petrol,Individual,0,1,132.0,5.0,16.9,1497.0,100.0,150000
2873,Renault,Triber,2019,5000,Petrol,Individual,0,0,96.0,7.0,20.0,999.0,72.0,600000
2874,Maruti,Vitara,2016,110000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,610000
2875,Hyundai,i20,2017,20000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,690000
2876,Tata,Nexon,2018,15000,Petrol,Individual,0,0,170.0,5.0,17.0,1198.0,108.5,790000
2877,Maruti,Alto,2014,40000,Petrol,Individual,0,1,90.0,5.0,20.92,998.0,67.1,254999
2878,Honda,Jazz,2016,41000,Petrol,Individual,0,0,110.0,5.0,18.7,1199.0,88.7,500000
2879,Mahindra,Bolero,2007,110000,Diesel,Individual,0,2,180.0,7.0,13.6,2523.0,63.0,245000
2880,Ford,Fiesta,2012,120000,Diesel,Individual,0,2,160.0,5.0,17.8,1399.0,67.0,340000
2881,Maruti,Wagon,2008,35008,Petrol,Dealer,0,0,90.0,5.0,21.79,998.0,67.05,221000
2882,Hyundai,Xcent,2014,42312,Diesel,Dealer,0,0,180.4,5.0,24.4,1120.0,71.0,455000
2883,Toyota,Etios,2011,72000,Petrol,Dealer,0,0,132.0,5.0,17.6,1496.0,88.7,300000
2884,Toyota,Etios,2014,54891,Diesel,Dealer,0,0,170.0,5.0,23.59,1364.0,67.04,480000
2885,Hyundai,Verna,2018,30000,Diesel,Individual,1,0,259.87,5.0,22.0,1582.0,126.2,1000000
2886,BMW,3,2017,44000,Diesel,Dealer,1,0,400.0,5.0,22.69,1995.0,190.0,2600000
2887,Toyota,Innova,2017,18890,Diesel,Dealer,1,0,360.0,7.0,11.36,2755.0,171.5,1850000
2888,Renault,Koleos,2013,75010,Diesel,Dealer,1,0,320.0,5.0,13.73,1995.0,148.0,1000000
2889,Renault,Pulse,2012,100000,Diesel,Dealer,0,0,160.0,5.0,23.08,1461.0,63.1,245000
2890,Hyundai,Grand,2019,4337,Petrol,Dealer,1,0,114.0,5.0,18.9,1197.0,82.0,625000
2891,Volkswagen,Polo,2018,14495,Petrol,Dealer,0,0,95.0,5.0,18.78,999.0,75.0,560000
2892,Mahindra,XUV500,2018,24000,Diesel,Dealer,0,0,360.0,7.0,15.1,2179.0,152.87,1475000
2893,Volkswagen,Polo,2014,31000,Petrol,Dealer,1,1,175.0,5.0,17.21,1197.0,103.6,550000
2894,Toyota,Innova,2016,100000,Diesel,Dealer,0,0,343.0,7.0,13.68,2393.0,147.8,1475000
2895,Renault,Duster,2017,48406,Diesel,Dealer,0,0,200.0,5.0,19.87,1461.0,83.8,750000
2896,Hyundai,i20,2016,56239,Diesel,Dealer,0,0,219.7,5.0,22.54,1396.0,88.73,570000
2897,Maruti,Baleno,2015,33243,Petrol,Dealer,0,0,115.0,5.0,21.4,1197.0,83.1,585000
2898,Honda,Jazz,2016,26000,Petrol,Dealer,1,0,110.0,5.0,19.0,1199.0,88.7,600000
2901,Hyundai,EON,2013,60000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,180000
2905,Ford,Ikon,2005,15858,Petrol,Individual,0,0,105.0,5.0,13.8,1299.0,70.0,150000
2906,Maruti,Alto,2017,15000,Petrol,Individual,0,0,69.0,5.0,24.7,796.0,47.3,310000
2907,Chevrolet,Beat,2013,60000,Diesel,Individual,0,1,150.0,5.0,25.44,936.0,57.6,200000
2908,Renault,Lodgy,2018,35000,Diesel,Individual,0,0,200.0,7.0,21.04,1461.0,83.8,900000
2909,Ambassador,CLASSIC,2000,90000,Diesel,Individual,0,1,72.9,5.0,12.8,1489.0,35.5,75000
2910,Maruti,Swift,2015,50000,Petrol,Individual,0,0,113.0,5.0,20.4,1197.0,83.11,400000
2911,Honda,Mobilio,2015,110000,Diesel,Individual,0,0,200.0,7.0,24.5,1498.0,98.6,650000
2912,Maruti,Alto,2009,35000,Petrol,Individual,0,0,62.0,5.0,19.7,796.0,46.3,140000
2913,Maruti,Swift,2018,5000,Petrol,Individual,0,0,113.0,5.0,22.0,1197.0,81.8,550000
2914,Maruti,Wagon,2017,29000,Petrol,Individual,1,0,90.0,5.0,20.51,998.0,67.0,380000
2915,Tata,Indigo,2016,20000,Diesel,Individual,0,0,135.0,5.0,19.09,1405.0,69.01,440000
2916,Maruti,Swift,2018,15000,Petrol,Individual,0,0,113.0,5.0,21.21,1197.0,81.8,630000
